20130131,20130228,20130328,20130430,20130531,20130628,20130731,20130830,20130930,20131031,20131129,20131231,20140131,20140228,20140331,20140430,20140530,20140630,20140731,20140829,20140930,20141031,20141128,20141231,20150130,20150227,20150331,20150430,20150529,20150630,20150731,20150831,20150930,20151030,20151130,20151231,20160129,20160229,20160331,20160429,20160531,20160630,20160729,20160831,20160930,20161031,20161130,20161230,20170731,20170831,20170929,20171031,20171130,20171229,20180131,20180228,20180329,20180430,20180531,20180629,20180731,20180831,20180928,20181031,20181130,20181231,20190131,20190228,20190329,20190430,20190531,20190628,20190731,20190830,20190930,20191031,20191129,20191231,20200131,20200228,20200331,20200430,20200529,20200630,20200731,20200831,20200930,20201030,20201130,20201231,20210129,20210226,20210331,20210430,20210531,20210630,20210730,20210831,20210930,20211029,20211130,20211231,20220131,20220228,20220331,20220429,20220531,20220630,20220729,20220831,20220930,20221031,20221130,20221230,20230131,20230228,20230331,20230428,20230531,20230630,20230731,20230831,20230929,20231031,20231130,20231229
PSA,BRCM,PNC,ALL,ANTM,SWG,DC7,ECL,MRO,RTN1,NSC,ADM,WMB,STT,DAL,JCI,HUM,SCHW,CNX,CSX,DAL,NOV,GIS,YUM,AEP,MU,VLO,RTN,TRV,ETN,BDX,EBAY,ECL,EMR,BDX,ITW,CCI,VLO,HPE,ECL,EXC,SCHW,CCI,BSX,BSX,CTSH,MCK,EXC,AON,AON,ESRX,HAL,ESRX,VRTX,STT,VLO,FOXA,TGT,FOXA,HAL,EA,HPQ,PGR,HPQ,PGR,AFL,BBT,ADI,BAX,AIG,OXY,EL,SHW,PSX,GD,GD,PGR,WM,EL,ADI,LRCX,EL,LRCX,DD,ADI,ADI,ETN,ETN,EMR,MCO,KMB,REGN,NOC,NXPI,HUM,FCX,PGR,ECL,DXCM,KLAC,BSX,ILMN,ADSK,FDX,FDX,PXD,NEM,AEP,PXD,SNPS,PSA,DVN,VLO,ADM,DG,MCK,MCK,DG,NSC,EMR,ROP,MCO,CMG,USB,ABNB,PSX
GD,AG4,FE,LUMN,HNZ,DC7,AET,AET,CTSH,CSX,ADBE,ECL,VLO,PXD,ECL,NSC,PEAK,EXC,LH,STT,ETN,DE,BLKFDS,EXC,LUV,GIS,AVGO,STT,STT,PPG,DE,CME,EMR,YHOO,MPC,CB,ECL,CCI,VLO,BSX,PX,HPE,KR,CCI,ICE,BLKFDS,PXD,KR,EBAY,EQIX,EA,EA,TRV,EXC,TGT,ZTS,EBAY,VRTX,EA,PRU,F,KMB,HPQ,BBT,AEP,TGT,WM,BBT,COF,MPC,F,F,BK,COF,WBA,DG,AMD,EXC,ADSK,SRE,CNC,WM,CNC,SCHW,EA,DLR,BAX,BIIB,MCO,KMB,NOC,DG,HCA,HCA,WM,HCA,FCX,NOC,PGR,IDXX,HUM,ECL,EMR,PSA,HUM,APD,F,PSA,GM,GD,FIS,MRNA,KLAC,HCA,D,PSX,EMR,KMB,ROP,ROP,PXD,MAR,TGT,XTSLA,APH,ROP
AEP,SRE,WM,VTR,TFC,MX4A,SE,KMI,DC7,CTSH,ADM,ADBE,ADBE,DAL,CSX,GLW,PNC,CSX,NKE,ECL,DFS,ADM,ETN,PPG,PPG,DE,ETN,ADM,HUM,ITW,STT,STT,BRCM,YUM,YUM,EQR,PX,LYB,PPG,PPG,ECL,AFL,SPGI,AEP,ECL,PCG,HUM,MCK,TRV,EBAY,EXC,HUM,STZ,ALL,INTU,STT,EXC,FOXA,ILMN,BBT,MAR,BBT,ECL,AON,AIG,AIG,AON,HUM,EQIX,F,EMR,FIS,PRU,ADI,ADI,EL,GD,WBA,LRCX,MCO,WBA,CNC,GIS,DLR,FDX,EMR,AEP,BAX,ROP,WM,BIIB,F,DG,DG,VRTX,WM,ECL,CMG,NXPI,PGR,ILMN,JCI,NOC,MRNA,APD,HCA,USD,KLAC,GD,CNC,OXY,FIS,ATVI,GIS,GM,FDX,MRNA,MSI,MSI,PNC,APH,APH,USB,MCO,PXD,AON
NSC,PNC,AG4,HNZ,ALL,MPN,ADM,PXD,SWG,SWG,PPG,MPN,CSX,NSC,GLW,CTSH,A,ALXN,BBY,DE,DE,ECL,EXC,DE,DE,PPG,NOC,NSC,DE,RAI,BBT,BDX,AEP,LUV,ITW,BBT,EQR,BLKFDS,ECL,REGN,REGN,FOXA,PCG,BBT,CCI,CCI,SPGI,NSC,EXC,AEP,STT,VRTX,ALL,TRV,HUM,KMB,TRV,EXC,EXC,APC,HPQ,PGR,KMB,F,DAL,FIS,HCA,AIG,AMAT,TGT,FDX,FDX,FDX,DG,EMR,SYY,ROST,ADI,ILMN,ROST,MCO,LRCX,TMUS,EA,DXCM,ETN,DXCM,ROP,USD,COF,WM,HCA,REGN,MCO,MCO,IDXX,HUM,JCI,ECL,ECL,JCI,NOC,SLB,NEM,GD,SRE,VLO,MCK,SLB,SRE,GIS,PSX,PSX,AEP,GD,AZO,F,MCO,PNC,APH,F,USD,HCA,APH,MSI,HUM
DVN,S,AMAT,MRO,AET,SE,KMI,TFC,REGN,PPG,MMC,ANTM,ECL,WMB,EXC,CRM,COF,DVN,EXPE,BHI,JCI,CTSH,DE,KR,GLW,AVGO,NSC,DE,RTN,TRV,MMC,SYK,BDX,VRTX,BRCM,CAH,LYB,ICE,LYB,ETN,BXLT,BBT,ICE,EXC,AEP,CI,APD,APD,EQIX,PCG,HUM,INTU,VRTX,DAL,EBAY,HPQ,TGT,ECL,HUM,MAR,APC,BLKFDS,BAX,ROST,ATVI,PRU,VLO,TGT,PRU,PSX,AMAT,TRV,EL,XTSLA,BBT,PGR,ATVI,LHX,EOG,ILMN,ADSK,GIS,DLR,GIS,COP,DD,DLR,CTSH,CTSH,ROP,KLAC,NOC,NEM,REGN,ECL,AON,DG,FCX,CMG,FCX,XTSLA,PSA,FCX,KLAC,KLAC,COF,EMR,NEM,SRE,AEP,ADM,VLO,OXY,SNPS,F,DG,PXD,SRE,NXPI,PH,EMR,PSX,GD,PH,FCX,TDG
NEM,ALXN,PCLN,LYB,CRM,NSC,ALL,MPN,ADM,BHI,NTH,VLO,TFC,PPG,AFL,WMB,PH,ANTM,APC,RTN,VIAB,FCX,AET,AET,ADM,VLO,ECL,NOC,NOC,NOC,EBAY,ECL,CB,ITW,SYK,SYK,MMC,PCG,PCG,CCI,BSX,STZ,ECL,NVDA,PXD,PXD,NSC,CCI,ETN,EXC,PCG,AEP,HAL,EBAY,EA,HUM,BSX,STT,TGT,KHC,MPC,ECL,MAR,AIG,TGT,BBT,ADI,AMAT,AIG,ADSK,MU,BK,KMI,WBA,SYY,BBT,BAX,SYY,GM,EMR,COP,EXC,DD,DXCM,DD,SCHW,EMR,EXC,COP,CTSH,MCO,MCO,MCO,NEM,REGN,VRTX,F,A,KLAC,MSCI,EMR,EXC,PSA,APD,ILMN,MCO,COF,EMR,CDNS,KLAC,CDNS,XTSLA,MET,PSX,SRE,SRE,APH,GD,GM,DXCM,XTSLA,GD,PH,MAR,AJG,MPC
JCI,D,CAM,CCI,GLW,ADBE,MPN,ADM,ADBE,ANTM,MPN,PPG,MPN,CSX,ADM,ADM,GM,ECL,TSO,PXD,EXC,MMC,MMC,MMC,ETN,CI,PPG,MU,MMC,MMC,ECL,PSA,BBT,SYK,APC,PX,HAL,HAL,CCI,AFL,CCI,AON,BBT,PCG,BBT,YUM,PSA,BLKFDS,AEP,NSC,EQIX,TRV,EQIX,FOXA,HPQ,FOXA,EA,KMB,VRTX,HPQ,HAL,MPC,AMAT,KMB,WM,HCA,AFL,AFL,AFL,BBT,SRE,PSX,HUM,PSA,DG,EOG,BK,BAX,MCO,GM,ADI,ROP,EXC,EMR,GIS,COP,CTSH,DLR,AEP,ROST,HCA,IDXX,FCX,KLAC,DOW,BIIB,NOC,DG,MSCI,EOG,DG,SNPS,NXPI,MCO,MCO,CHTR,SRE,SRE,AEP,PSA,ORLY,AZO,HCA,SRE,PSX,XTSLA,NSC,ROP,GD,CCI,MAR,USB,MCO,MSI,PNC,TT
TFC,PCAR,K,ADBE,ECL,ECL,CRM,DC7,NSC,ADBE,DC7,DC7,DAL,BHI,TFC,ADBE,MYL,CTSH,ESRX,AET,AET,APA,REGN,REGN,STT,GLW,STT,MMC,VRTX,ECL,CSX,MMC,MMC,BDX,LUV,HAL,EXC,YHOO,ETN,BBT,SPGI,JCI,AFL,AFL,EXC,ECL,LYB,VLO,PCG,ECL,AEP,AON,BSX,STT,FOXA,EA,KHC,EA,STZ,KMB,ECL,DAL,ETN,AEP,F,BAX,APD,HCA,FIS,KMI,PSA,BAX,EMR,KMI,ATVI,VLO,BBT,SRE,SYY,DG,ROP,DD,EMR,LHX,SCHW,EA,GIS,EMR,LHX,HCA,CTSH,MET,DOW,MET,DG,ECL,KLAC,HUM,DG,NOC,NOC,IDXX,ILMN,XTSLA,COF,MPC,GD,XTSLA,CHTR,FDX,CNC,MET,SRE,VLO,CDNS,EMR,MCO,D,AZO,MPC,DXCM,AJG,APH,LULU,NXPI,ORLY
ALL,HCN,STI,ECL,VLO,ALL,ADBE,SWG,NBL,MMC,MX4A,MMC,ADM,GLW,BHI,AFL,OMC,PPG,HAR,MMC,MMC,DFS,DFS,AMAT,SCHW,ECL,MMC,ECL,PPG,VRTX,SYK,BBT,STT,JCI,BBT,MMC,PCG,LUV,LUV,PCG,PCG,INTU,DAL,REGN,PCG,BSX,KR,EBAY,ISRG,DAL,INTU,EQIX,HPQ,AEP,LYB,TRV,HUM,EBAY,MPC,STZ,ETN,MAR,HCA,HCA,AMAT,HPQ,ATVI,XTSLA,TRV,MAR,BBT,MAR,BAX,OXY,SRE,BK,ADI,LRCX,GD,SPG,ETN,SRE,XTSLA,CNC,EXC,DXCM,EA,XEL,EXC,TWTR,EA,DOW,F,ROP,MET,DG,CMG,MSCI,HUM,NXPI,MSCI,VRTX,JCI,USD,SRE,AEP,AEP,LHX,MCO,ADM,F,PSA,AZO,MET,MCO,GIS,MSI,DXCM,PSA,FTNT,PH,PNC,MAR,TDG,TDG,EMR
PEAK,MS,DE,ADM,AEP,ADM,WMB,ADBE,KMI,DC7,AET,WMB,PPG,DC7,VLO,ANTM,WY,AET,SPG,DFS,BHI,AET,PPG,WMB,WMB,STT,ADM,PPG,BRCM,ADM,CME,ITW,EBAY,MMC,JCI,YHOO,CAH,ECL,AON,HPE,BBT,SPGI,JCI,KR,REGN,EBAY,ECL,AEP,ECL,INTU,MAR,HPQ,STT,LUV,BSX,PSX,STT,TRV,ECL,ECL,SHW,SHW,BBT,WM,HPQ,SHW,BAX,BAX,EL,TRV,ROP,EW,BBT,SRE,MPC,ROST,SYY,PGR,SPG,SLB,GIS,EMR,EA,EXC,CNC,AEP,GM,IDXX,HCA,IDXX,CMG,NEM,KMB,DOW,KLAC,NEM,VRTX,VRTX,ALGN,DG,SNPS,EMR,HUM,ILMN,XTSLA,ADM,MRNA,SNPS,PSA,EMR,AEP,CNC,EL,GM,ORLY,PXD,NXPI,AEP,APH,MSI,MCHP,CARR,AJG,PNC,TT,MAR
CCI,FE,OMC,VLO,S,WMB,RTN1,NSC,MMC,MRO,MRO,TFC,DC7,NTH,ANTM,CSX,MJN,STT,PWR,DVN,PXD,REGN,ALL,NOC,ALL,PCP,CME,AVGO,ECL,BDX,ITW,CCI,EQR,CB,CB,CCI,STZ,EQR,REGN,LYB,AON,DAL,FOXA,ETN,ATVI,STZ,AON,PCG,MCK,STZ,REGN,ETN,AON,APD,STZ,BSX,HPQ,APD,LYB,BAX,APD,HCA,SHW,DAL,FIS,AMAT,EW,KMI,HUM,EQIX,ADI,ROP,AFL,ROST,KMI,HUM,EOG,BK,KMI,ETN,SRE,ETN,SRE,ETN,ETN,LHX,LHX,SRE,IDXX,COP,F,KMB,MET,ROST,JCI,ROP,ROP,KLAC,JCI,JCI,IDXX,DG,PXD,AIG,AIG,ROP,DG,GM,MCK,CDNS,EMR,GIS,D,AIG,AEP,EW,SRE,EMR,DG,GD,EW,NSC,F,HCA,MAR,HCA
AABA,FDX,PX,ANTM,MMC,PSA,NSC,MMC,PPG,CCI,NBL,PXD,NTH,ANTM,WMB,ECL,LYB,DFS,COST,CBS,NOC,NOC,ECL,AEP,PSA,ADM,BDX,VRTX,VLO,CME,JCI,YHOO,ITW,BBT,STT,AEP,EBAY,CAH,APD,BXLT,AFL,PPG,APD,APD,SE,ATVI,ETN,ECL,LUV,DE,ETN,ESRX,APD,LYB,ZTS,STZ,DAL,MPC,PGR,ADI,AFL,F,ROST,FIS,APD,EW,HPQ,SHW,XTSLA,VLO,CTSH,SRE,ROST,ATVI,ROST,SRE,AFL,ROST,ADI,GD,XEL,TMUS,SBAC,GD,EMR,GIS,XEL,GIS,COF,EA,ROP,WM,JCI,IDXX,IDXX,KLAC,JCI,TWTR,TWTR,INFO,EXC,IQV,GD,NXPI,DG,DOW,NXPI,KMB,MPC,CHTR,KLAC,SRE,SNPS,XTSLA,MET,F,PSX,PSA,MAR,PXD,PSX,VLO,PNC,AZO,LULU,NSC
CMI,AMAT,EL,CRM,PPG,MMC,MMC,ALL,AET,GLW,BHI,ALXN,ANTM,AET,DFS,STT,EIX,ADM,NAVI,VLO,CTSH,AEP,NOC,DFS,MMC,MMC,LUV,BHI,AAL,BBT,PSA,BRCM,JCI,BRCM,MMC,ILMN,ORLY,EBAY,ICE,ICE,PPG,APD,STZ,AON,ETN,AON,CCI,LUV,INTU,TRV,STZ,VLO,ECL,HUM,DAL,TEL,ECL,AFL,HPQ,LYB,KHC,ADI,AON,KHC,AFL,ADI,SHW,ADSK,BBT,AFL,EW,BBT,TRV,TRV,OXY,ADI,SRE,GD,PSX,KMI,ROST,XEL,ETN,EBAY,CTSH,GM,SBAC,PSA,DOW,AEP,IDXX,TEL,TEL,KMB,ROP,JCI,NEM,DXCM,A,EXC,INFO,INFO,NEM,LHX,SNPS,OXY,ADM,GIS,XTSLA,VLO,VLO,DXCM,GIS,AZO,PSA,MET,PSA,NSC,SRE,MCHP,GD,MSI,CARR,ANET,EMR,PXD
HES,WM,NEE,DC7,PSA,AEP,PSA,CI,TFC,NTH,ALL,ICE,AET,ADM,AET,MU,KMB,RTN,DUK,EXC,PPG,ALL,AMAT,ALL,CCI,REGN,CAH,BDX,MU,RTN,MPC,ADM,HUM,CCI,YHOO,LUV,YHOO,ETN,BXLT,LUV,JCI,WM,ETN,PXD,AON,KR,EXC,PXD,HUM,HAL,VLO,KMI,ZTS,TGT,ETN,EXC,PGR,ILMN,ADI,PLD,WM,APD,APD,SYY,TRV,VLO,F,FIS,ROP,EL,ADSK,OXY,OXY,HUM,BK,AFL,DG,KMI,ROST,EOG,GD,EA,ROST,SRE,EBAY,XEL,TWTR,LHX,KLAC,EXC,XTSLA,BIIB,ROST,F,EOG,EOG,DXCM,F,FCX,ROP,EOG,APH,DG,ADSK,AEP,MAR,HCA,EXC,HCA,GIS,CMG,LHX,AEP,EW,EW,D,AEP,GM,KMB,MAR,FTNT,ADSK,TDG,NXPI,CCI,ADSK
PPG,PA9,LO,TFC,SWG,NBL,PPG,HES,ALL,ALL,AON,GLW,BHI,TFC,MMC,PXD,AVGO,GLW,HRS,NFLX,NFLX,PPG,KR,GLW,PCP,AMAT,DE,MYL,PCP,HUM,PPG,CB,CSX,PPG,EQR,MPC,PPG,HUM,EQR,AON,ETN,ETN,NVDA,STZ,STZ,SE,FOXA,HUM,STZ,PLD,TRV,APD,DAL,EQIX,EXC,ETN,ETN,HPQ,APC,FIS,ADI,BAX,EA,APD,SHW,TRV,FIS,MAR,VLO,FIS,JCI,SHW,MAR,ROP,TRV,BAX,MPC,MAR,ROP,ROP,SBAC,ALL,EBAY,FDX,SRE,EBAY,COP,EA,APH,DOW,EXC,ROST,BIIB,JCI,TWTR,DOW,ALGN,ROP,EXC,SNPS,TEL,TEL,SPG,MET,ADM,AIG,PSA,MPC,NXPI,MCO,AZO,CTVA,CNC,ROP,JCI,PSA,DG,PSX,EMR,KMB,CARR,F,TT,VLO,HCA,CTAS
ANTM,NTH,AMP,HES,RTN1,LUMN,MX4A,PPG,MX4A,EXC,GLW,NTH,MMC,MMC,PPG,MPC,NEE,SE,ACN,PPG,CCI,VIAB,NOV,LUV,EQR,CME,PCP,PCP,CME,SYK,ADM,HUM,CCI,STT,ICE,HPE,BBT,AON,HUM,SPGI,LYB,REGN,ALXN,INTU,DAL,ALXN,PCG,ETN,ALL,MU,PLD,STT,PLD,JCI,APD,DAL,TEL,PGR,EBAY,PGR,BAX,ETN,EW,MAR,ADI,RHT,KMI,ROST,MAR,ROP,APC,MPC,ROP,FDX,AFL,LRCX,MET,DOW,DG,AIG,PSA,ROST,PSX,SBAC,LHX,SRE,EXC,CNC,BAX,BAX,DLR,ALGN,BAX,IQV,IQV,IQV,BIIB,BIIB,VRTX,PSA,SPG,XLNX,XLNX,CNC,OXY,FDX,DOW,F,ADSK,ORLY,CTVA,HCA,CTVA,KMB,AIG,AEP,D,F,EL,TDG,MSI,EW,AZO,SRE,NSC,XTSLA
BHI,NEE,DTV,BEN,PEAK,RTN1,ALXN,SE,PSA,WMB,DAL,AON,GLW,NFLX,PXD,MMC,FITB,MMC,FDO,APD,TFC,TFC,VIAB,VRTX,ECL,APD,ALL,VLO,MYL,MPC,INTU,DE,AAL,EQR,CCI,KMI,INTU,PPG,CAH,APD,APD,HCN,AMAT,JCI,AFL,ETN,AFL,DE,STT,ALL,ECL,PLD,JCI,ZTS,JCI,AON,APD,AON,APD,EQIX,LYB,ROST,DAL,TRV,BAX,ROST,ROST,EW,SHW,SHW,EL,DOW,F,AFL,MET,KMI,VLO,ADSK,ETN,NEM,ALL,SBAC,DXCM,XEL,XEL,CTSH,CMG,APH,ROST,TEL,AEP,SYY,EXC,TEL,AIG,PSA,MSCI,SNPS,ROP,AIG,PSA,SPG,AIG,MPC,ROP,KLAC,MCK,ADM,ADM,MRNA,MET,ADSK,USD,CNC,OXY,NXPI,ROP,USB,FTNT,JCI,JCI,AZO,ANET,PCAR,WELL,MSI
VTR,CAM,TYC,GLW,DVN,CCI,APD,CTSH,CMI,AON,VLO,AET,EXC,REGN,NOC,PPG,BRCM,TFC,TXN,MRO,VRTX,KR,LUV,ECL,APD,ALL,MU,EXC,BDX,AON,CB,CAH,ICE,ICE,NSC,STT,HPE,AAL,INTU,VLO,AMAT,APC,PLD,DAL,CTSH,APD,EBAY,FOXA,NSC,AFL,HPQ,ECL,ETN,HPQ,BAX,APD,ILMN,ALL,KMB,APD,STZ,LYB,AFL,STZ,VLO,DAL,REGN,TRV,HCA,ATVI,DOW,ROST,MPC,BK,ROP,DOW,ADSK,MET,MET,REGN,EA,PSX,GD,GM,ORLY,EXC,EBAY,CMG,BIIB,KLAC,TWTR,JCI,ROP,GD,DD,EBAY,TT,ALGN,EOG,CMG,IQV,DXCM,MET,SNPS,DXCM,MRNA,SNPS,MCO,LHX,HCA,ADSK,EL,AIG,APH,APH,APH,CMG,MAR,MNST,AJG,CCI,TDG,MSI,CTAS,ECL,PCAR
HNZ,FCX,MHFI,PCG,ADBE,S,AEP,NBL,SE,DVN,CI,ALL,NFLX,EXC,CMI,DVN,D,AFL,SNA,AMAT,REGN,AFL,AEP,NOV,CI,MPC,APD,ALL,CAH,BRCM,AON,CSX,PCG,ADM,PPG,AAL,AFL,APD,ORLY,STZ,INTU,SRE,INTU,ALXN,CSX,CSX,AEP,BSX,MAR,STT,ALL,ALL,AFL,ECL,TEL,AFL,MPC,APC,STT,AEP,DAL,WM,F,AFL,EW,MAR,TRV,ETN,WMB,EW,MAR,ATVI,ATVI,EMR,PSA,MET,DOW,DG,ALL,WBA,FDX,WBA,XEL,PSX,SBAC,HCA,DOW,DOW,TEL,LHX,TEL,APTV,EOG,TWTR,ROST,KMB,TEL,TROW,AIG,IQV,CDNS,EOG,APH,ROP,MPC,CNC,AIG,MET,ROP,CMG,APH,FCX,EW,F,NXPI,MRNA,MCHP,APH,DXCM,USB,ADM,TT,GM,AIG,PCAR,ECL
DC7,CAH,BBBY,S,BEN,GLW,NBL,PSA,AON,PSA,PXD,MX4A,MU,VLO,MPC,SE,SHW,NBL,CINF,SE,ALL,PXD,VRTX,SYK,PCG,LUV,TEL,CME,EXC,MYL,ETN,AAL,EXC,AEP,CAH,MHFI,AAL,ORLY,STZ,PXD,LUV,EQIX,AON,PPG,NSC,MCK,DE,AON,PLD,MAR,APD,LRCX,EBAY,ETN,ECL,LYB,AON,PLD,BAX,STT,TRV,AFL,STZ,ALL,ETN,PSA,ETN,EL,ATVI,BAX,BAX,HCA,SRE,BBT,WELL,AMD,ETN,HCA,WBA,ALL,EMR,CTSH,GM,ORLY,GD,CNC,SRE,COF,GIS,SNPS,ROST,CMG,GD,AEP,TEL,SLB,PSA,IQV,INFO,EBAY,ROP,ROP,SNPS,FTNT,MET,KMB,MCO,SYY,ORLY,CTVA,LHX,APH,APH,OXY,GIS,MCO,OXY,VLO,USD,PSA,SRE,ANET,CHTR,TT,CTAS,WELL
DELL,BXP,SHW,SE,LUMN,PPG,GLW,MX4A,ALXN,ALXN,TFC,MRO,AON,AON,DVN,TFC,FDX,AMAT,TMO,REGN,AFL,AMAT,FCX,CME,AMAT,TEL,EXC,MHFI,INTU,INTU,ALL,APD,VRTX,MPC,AFL,PPG,APD,INTU,AFL,NSC,STZ,HUM,HCN,PLD,PLD,AFL,LUV,WM,HPQ,ETN,MCK,LYB,LYB,KMI,EQIX,WM,LYB,BLKFDS,AFL,PSA,PLD,SYY,FIS,KMI,MAR,SYY,FISV,VLO,FISV,APC,ROST,CTSH,CTSH,WELL,PRU,PRU,LRCX,ETN,MAR,FDX,BK,BK,USD,WBA,IDXX,GD,ORLY,TWTR,INFO,APH,BAX,HPQ,AEP,EXC,LHX,TEL,IQV,TEL,GPN,TROW,VRTX,ATVI,ECL,MAR,NXPI,MCK,EXC,VLO,APH,MET,MRNA,AEP,PSA,A,AZO,MAR,AZO,AJG,PSX,SRE,VLO,GM,NSC,NSC,AZO,CCI
MMC,OMC,AZO,PPG,ADM,CRM,HES,CMI,APD,TFC,CCI,CMI,PXD,APD,NBL,NOC,WYNN,APD,XRAY,CTSH,SE,VRTX,SYK,BBT,VLO,EXC,GLW,CBS,SYK,CAH,CAH,JCI,ADM,ORLY,CSX,HUM,LB,AFL,MHFI,JCI,EBAY,DG,ORLY,STT,KR,FOXA,SE,SE,GIS,ALXN,LYB,ADI,BLKFDS,AFL,AON,JCI,AFL,BAX,DAL,KMI,PGR,FIS,HAL,SHW,STZ,F,WMB,F,SRE,ROST,SHW,HUM,APC,F,F,WELL,FDX,MPC,AFL,SYY,WEC,GD,WBA,BK,HCA,ORLY,CNC,SBAC,TWTR,DLR,FCX,MCHP,MCHP,BAX,TT,TROW,LHX,EBAY,IQV,SPG,USD,CDNS,IQV,TEL,CNC,ILMN,CNC,AZO,FCX,APH,DVN,KLAC,MCO,PSA,MAR,ROP,TFC,OXY,VLO,ECL,AJG,CHTR,PCAR,WELL,NEM,COF
NBL,K,FITB,MMC,CMI,CI,CI,NTH,HES,SE,ICE,CCI,SE,MU,AON,DFS,BK,AEP,LOW,AFL,AMAT,PSA,CCI,VIAB,CAH,CAH,PSA,BLKFDS,BBT,AAL,PRGO,PRGO,CAH,AFL,INTU,PCG,LUV,BBT,AVB,APC,APC,SYY,PPG,NSC,ISRG,PLD,REGN,LYB,AFL,HPQ,TGT,DAL,FOXA,WM,ALL,BAX,ADI,AEP,TRV,EBAY,AON,AON,WM,AMAT,ROST,ETN,MAR,EQIX,ROST,DAL,PSX,ADSK,PSA,YUM,ALL,ETN,MAR,AFL,DD,HCA,KMI,EBAY,ALL,CTSH,INFO,SBAC,PSA,HCA,SRE,CMG,SNPS,BAX,LHX,DLR,KMB,A,DOW,PSA,SNPS,TEL,APH,MSCI,TEL,JCI,LHX,MET,MET,FCX,EXC,LHX,HCA,EW,ROP,MCO,ADM,AIG,KMB,CTVA,ANET,AZO,TDG,ECL,ADSK,ADSK,AIG,TFC
ECL,ADP,PA9,DVN,CCI,PEAK,CTSH,DVN,DVN,KMI,ALXN,BHI,ICE,CMI,ALL,AEP,AVB,MRO,FTR,GLW,DVN,CME,CAH,APD,SYK,CCI,VRTX,CCI,MHFI,PCP,MHFI,ETN,WMB,INTU,AEP,JCI,HUM,DE,BBT,EBAY,PXD,ALL,APC,HCN,PPG,VLO,VLO,SYF,TGT,APD,AFL,WM,LUV,PLD,WM,ECL,ALL,LYB,PLD,SHW,EQIX,TRV,SYY,FISV,KMI,SRE,ADSK,FISV,F,STZ,FISV,FISV,DAL,MCO,DOW,FDX,KMI,MCO,BK,MAR,TMUS,FDX,COF,ALL,MSCI,CMG,IDXX,SNPS,EA,ALGN,DOW,ROP,IDXX,LHX,EXC,LHX,A,EXC,EBAY,VRTX,DLR,DLR,INFO,SRE,MAR,VLO,LHX,ROP,IQV,ADSK,FCX,SNPS,A,CDNS,ADSK,PH,DXCM,MRNA,AJG,GIS,IDXX,OXY,OXY,AFL,SRE,USD
BEN,STI,ADI,IP,MX4A,BHI,LUMN,APD,NTH,WFM,WMB,NBL,CI,CCI,APD,CMI,TWC,VLO,PSX,NOC,CBS,VLO,APD,AFL,CME,VRTX,EQR,AEP,AON,MHFI,AFL,AEP,LUV,CAH,ETN,AFL,AON,ALL,EBAY,CSX,DG,ALXN,WM,APC,LYB,NSC,STT,DFS,APD,MCK,DAL,AFL,ILMN,BSX,MCK,PGR,EL,PXD,AON,AON,AEP,ALL,AEP,ADI,SYY,FISV,SRE,EBAY,ETN,ETN,DG,PSA,DOW,SYY,VLO,OXY,PRU,VLO,NEM,BK,GM,COF,ORLY,ROST,ROST,DOW,ROST,CMI,DLR,CDNS,ALGN,MAR,DD,SYY,GD,MET,TROW,GPN,GD,A,CARR,NEM,KMB,DG,ADSK,EXC,PSX,ORLY,GIS,DVN,BIIB,MAR,JCI,TRV,A,ADM,MSCI,ADM,BIIB,EL,AZO,MCHP,AIG,WMB,ADSK,GM
ADM,AVB,ADP,PLD,VTR,VTR,NTH,ALXN,WFM,HES,KMI,KMI,AEP,MPN,MU,AET,VRTX,AON,CTAS,KMI,AEP,CAH,PSA,AON,TEL,AON,MHFI,CAH,APD,CCI,AAL,MHFI,YHOO,WMB,TEL,EXC,DE,STZ,PPL,HUM,SYF,ORLY,CAH,SYY,ALXN,LYB,WM,AFL,PSA,LUV,PSA,SHW,TEL,SHW,AFL,ILMN,AEP,DAL,KHC,AFL,JCI,AEP,TRV,BAX,JCI,KMI,PSA,ROP,ADSK,SRE,ATVI,VLO,ALL,CTSH,ETN,MCO,ROP,PRU,HCA,MET,ED,KMI,FDX,DOW,APH,SNPS,COF,ORLY,SYY,SYY,APH,CDNS,CTSH,ALGN,USD,TT,EXC,LHX,PSA,CDNS,CMG,CMG,ROP,APH,CTSH,LHX,DVN,CDNS,VLO,NXPI,NXPI,SYY,KMB,JCI,ROP,CTVA,MAR,EXC,USB,ADSK,ECL,SRE,HES,OXY,MCHP,MCHP
